Brick Arch Winery,116 West Main Street West Branch IA 52358
Brick House Vineyards and Wine Company,18200 NE Lewis Rogers Lane Newberg OR 97132
Bridesmaid Wines,PO Box 812 Rutherford CA 94573
Bridgeview Vineyards,4210 Holland Loop Road Cave Junction OR 97523
Bridlewood Estate Winery,3555 Roblar Avenue Santa Ynez CA 93460
Brimstone Hill Wine,61 Brimstone Hill Road Pine Bush NY 12566
Brittan Vineyards,18580 Muddy Valley Road McMinniville OR 97128
Broadley Vineyards,25158 Orchard Tract Road Monroe OR 97456
Broc Cellars,845 Sutter Street Number 209 San Francisco CA 94109
Brochelle Vineyards,Suite 130 2323 Tuley Crescent Paso Robles CA 93446
Broken Earth Winery,5625 E Highway 46 Paso Robles CA 93446
Broll Mountain Vineyards,106 Main Street Murphys CA 95247
Brookdale Vineyards,4006 Silverado Trail Napa CA 94558
Brooklyn Winery,213 North 8th Street Brooklyn NY 11211
Brookmere Winery,5369 SR 655 Belleville PA 17004
Brooks Hill Winery,2746 Brooks Hill Road Brooks Kentucky 40109
Brooks Note Winery,4 Juanita Avenue Mill Valley CA 94941
Brooks Winery,9360 Eola Hills Road Amity OR 97128
Brothers Drake Meadery,26 East 5th Avenue Columbus OH 43201
Brown County Winery,4520 State Road 46 East Nashville IN 47448
Browne Family Vineyards,31 E Main Street Walla Walla WA 99362
Brown Estate Vineyards,3233 Sage Canyon Road St Helena CA 94574
Bruce Patch,PO Box 862 Forestville CA 95436
Brutocao Cellars and Vineyards,13500 South Highway 101 Hopland CA 95449
Bryn Mawr Vineyards,5955 Bethel Heights Road Northwest Salem OR 97304
Brys Estate Vineyard & Winery,3309 Blue Water Road Traverse City MI 49686
Bryter Estates,PO Box 717 Napa CA 94559
Bucher Vineyard,5293 Westside Road Healdsburg CA 95448
Buckeye Winery,7 North Third Street Newark OH 43055
Buckingham Valley Vineyards,1521 Route 413 Buckingham PA 18912
Buehler Vineyards,820 Greenfield Road St Helena CA 94574
Buena Vista Carneros,18000 Old Winery Road Sonoma CA 95476
Bugay Wines and Vineyards,1888 Crystal Springs Court Santa Rosa CA 95405
Bulgari Distillery,5 Conn Street Woburn MA 01801
Bully Hill Wines,8843 Greyton H. Taylor Memorial Drive Hammondsport NY 14840
Bunter Spring Winery,PO Box 10364 Napa CA 94581
Buona Vita Cellars,No address given.
Buoncristiani Family Winery,1043 Jefferson Street Napa CA 94559
Buonocore Distribution,PO Box 24356 San Francisco CA 94124
Burbank Ranch,5685 El Pomar Drive Templeton CA 93465
Burgdorf's Winery,5635 Shoeman Road Haslett MI 48840
Burgess Cellars,1108 Deer Park Road St Helena CA 94574
Burley Vineyards,4500 Winery Lane Barboursville VA 22923
Burnet Ridge,6721 Richard Avenue North College Hill Cincinnati OH 45224
Burning Tree Cellars,1040 N Main Street Cottonwood AZ 86326
Burnt Bridge Cellars,1500 Broadway Street Vancouver WA 98663
Burrell School Vineyards & Winery,24060 Summit Road Los Gatos CA 95033
Burr Oak Winery,N5873 Highway 12 & 16 New Lisbon WI 53950
Burt Street Cellars,PO Box 25 Sonoma CA 95476
Busby Cellars,6375 Grizzly Flat Road Somerset CA 95684
Butler Winery and Vineyards,1022 North College Ave. Bloomington IN 47404
Butterfly Creek Winery,4063 Triangle Road Mariposa CA 95338
Buttonwood Farm Winery,1500 Alamo Pintado Road Solvang CA 93463
Buttonwood Grove Winery,5986 State Route 89 Romulus NY 14541
Buty Winery,535 E. Cessna Avenue Walla Walla WA 99362
Bybee Vineyards & Habitat,9499 Mill Station Road Sebastopol CA 95472
Byington Vineyard & Winery,21850 Bear Creek Road Los Gatos CA 95033
Byrd Cellars,5847 River Road West Goochland VA 23063
Cabana Wines,5610 Elvas Avenue Sacramento CA 95819
Cabot Vineyards,209 Ferris Ranch Road Orleans CA 95556
Cache Creek Vineyards,250 New Long Valley Road Clearlake Oaks CA 95423
Cactus Star Vineyard at Scaredy Cat Ranch,17029 Handlebar Road Ramona CA 92065
Cadaretta,Suite B 1102 Dell Avenue Walla Walla WA 99362
CADE Estate Winery,360 Howell Mountain Road South Angwin CA 94508
Ca' Del Grevino,2510 East Clark Avenue Santa Maria CA 93455
Cadence,1420 Lake Washington Boulevard South Seattle WA 98144
Cairdeas Winery,3395 WA-150 Chelan WA 98816
Cakebread Cellars,8300 St.Helena Highway Rutherford CA 94573
Calafia Cellars,629 Fulton Lane St Helena CA 94574
Calcareous Vineyard,3430 Peachy Canyon Road Paso Robles CA 93446
Calder Wine Company,1620 South Whitehall Lane St Helena CA 94574
Caldwell Vineyard,169 Kreuzer Lane Napa CA 94559
Calera Wine Company,11300 Cienega Road Hollister CA 95023
Cali 351 Winery,PO Box 435 Calistoga CA 94515
Caliza Winery,2570 Anderson Road Paso Robles CA 93446
Callaghan Vineyards,336 Elgin Road Elgin AZ 85611
Calla Lily,6307 Pope Valley Road Pope Valley CA 94567
Callaway Vineyard & Winery,32720 Rancho California Road Temecula CA 92589
Calluna Vineyards,11450 Brooks Road Windsor CA 95492
Cal Poly Wines,No address given.
Calstar Cellars,2420 West Avenue Santa Rosa CA 95407
Camas Cove Cellars,911 S. Camas Place Moses Lake WA 98837
Cambria Winery,5475 Chardonnay Lane Santa Maria CA 93454
Cambridge California Cellars,1682 Novato Boulevard Novato CA 94947
CAMi Vineyards,3959 Silverado Trail Calistoga CA 94515
Ca' Momi Winery,2515 Napa Valley Corporate Drive Napa CA 94558
Campovida,13601 Old River Road Hopland CA 95449
Campovida Taste Of Place,95 Linden Street Oakland CA 94607
Canard Vineyard,1016 Dunaweal Lane Calistoga CA 94515
Cana's Feast Winery,750 West Lincoln Street Carlton OR 97111
Candlelight Winery,11325 Center Street Garrettsville OH 44231
Canepa Koch Wine Cellars,1075 Golden Gate Drive Napa CA 94558
Cannon River Winery,421 Mill Street West Cannon Falls MN 55009
Cantara Cellars,Suite 104 126 Wood Road Camarillo CA 93010
Cantiga Wineworks,5980 Meyers Lane Somerset CA 95684
Canvas Wines,No address given.
Caparone Winery,2280 San Marcos Road Paso Robles CA 93446
Cape May Winery and Vineyard,711 Townbank Road Cape May NJ 08204
Capiaux Cellars,PO Box 963 Angwin CA 94508
Capoccia Vineyards & Winery,No address given.
Caprio Cellars,1615 Whiteley Road Walla Walla WA 99362
Cap Rock Winery,408 E. Woodrow Road Lubbock TX 79423
Captain's Walk Winery,345 Adams Street Green Bay WI 54301
Captain Vineyards,1969 Joseph Drive Moraga CA 94556
Carabella Vineyard,16707 SW Edminston Road Wilsonville OR 97070
Caraccioli Cellars,Dolores Street Carmel CA 93921
Cardella Winery,41424 West Panoche Road Mendota CA 93640
Cardinal Point Vineyard and Winery,9423 Batesville Road Afton VA 22920
Cardinal Rule Wines,No address given.
Cardwell Hill Cellars,24241 Cardwell Hill Drive Philomath OR 97370
Carhartt Vineyard,1691 Alamo Pintado Road Solvang CA 93463
Carica Wines,2301 Monarch Street Alameda CA 94501
Carina Cellars,2900 Grand Avenue Los Olivos CA 93441
Carinalli Vineyards,4905 Gravenstein Highway Sebastopol CA 95472
Carivintas Winery,476 First Street Solvang CA 93463
Carlson Vineyards,461 35 Road Palisade CO 81526
Carlson Wines,No address given.
Carlton Cellars,130 West Monroe Street Carlton OR 97111
Carlton Hill Wine Company,11511 Northwest Cummins Road Carlton OR 97111
Carmel Ridge Winery,700 Cannery Row Suite C Monterey CA 93940
Carmel Road Wines,37300 Doud Road Soledad CA 93960
Carne Humana Wines,PO Box 660 Rutherford CA 94573
Carneros Wine Company,1134 Dealy Lane Napa CA 94559
Carolla Drinks,No address given.
Carol Shelton Wines,3354B Coffey Lane Santa Rosa CA 95403
Carpenter Creek Winery,20376 East Hickox Road Mt Vernon WA 98274
Carpenter Wines,14255 Chalk Hill Road Healdsburg CA 95448
Carr Vineyards & Winery,414 N. Salsipuedes Santa Barbara CA 93103
Carte Blanche Wine,No address given.
Cartograph Wines,340 Center Street Healdsburg CA 95448
Carucci Wines,No address given.
Casa Barranca Certified Organic Winery,1350 Foothill Rd Ojai CA 93023
Casa de Fruta,6680 Pacheco Pass Highway Hollister CA 95023
Casa Dumetz,Suite B 448 Bell Street Los Alamos CA 93440
Casa Larga,2287 Turk Hill Road Fairport NY 14450
Casa Rondena,733 Chavez Road Albuquerque NM 87107
Casa Rondena Winery,733 Chavez Rd NW Los Ranchos De Albuquerque NM 87107
Cascade Mountain Winery & Restaurant,835 Cascade Road Amenia NY 12501
Cassel Vineyards,80 Shetland Drive Hummelstown PA 17036
Cassinelli Vineyard and Winery,3830 Church Hill Road Church Hill MD 21623
Cass Wines,7350 Linne Road Paso Robles CA 93446
Castalia Wines,20955 Geyserville Avenue Geyserville CA 95441
Castel Grisch Estate Winery,3380 County Route 28 Watkins Glen NY 14891
Castello di Amorosa Winery,4045 North Saint Helena Hwy Calistoga CA 94515
Castello di Borghese Vineyard & Winery,Route 48 Sound Avenue and Alvahs Lane Cutchogue NY 11935
Castellucci Vineyard,No address given.
Castle Finn Winery,1288 North 1200th Street Marshall IL 62441
Castoro Cellars,1315 N Bethel Road Templeton CA 93465
Castrucci Wines,PO Box 10031 Napa CA 94581
Cast Wines,8500 Dry Creek Road Geyserville CA 95441
Catharine Valley,4201 State Route 414 Burdett NY 14818
Cathedral Ridge Winery,4200 Post Canyon Drive Hood River OR 97031
Catoctin Creek Winery,14426 Richards Run Lane Purcellville VA 20132
Cattleya Wines,3354 Coffey Lane Suite A Santa Rosa CA 95403
Cava Winery & Vineyard,3619 Route 94 Hamburg NJ 07419
Cave B Estate Winery,348 Silica Road NW Quincy WA 98848
CAVU Cellars,175 E Aeronca Avenue Walla Walla WA 99362
Cayucos Cellars,131 North Ocean Avenue Cayucos CA 93430
C. Donatiello Winery,4035 Westside Road Healdsburg CA 95448
Cebaba Wines,4001 Forbidden Fruit Lane Lompoc CA 93436
Cedar Creek Winery,N70 W6340 Bridge Road Cedarburg WI 53012
Cedar Ridge Vineyards,1441 Marak Road Swisher IA 52338
Cedergreen Cellars,11315 65th Street Kirkland WA 98033
Cederquist Wine Company,4375 Mountain Home Ranch Road Calistoga CA 94515
Ceja Vineyards,1248 First Street Napa CA 94559
Celani Family Vineyards,2230 Big Ranch Road Napa Valley CA 94558
Cellar 426,1402 Dennis Dean Road Ashland NE 68003
Cellar 433,240 Hull Avenue Jerome AZ 86331
Cellardoor Winery,367 Youngtown Road Lincolnville ME 04849
Cellars 33,1225 Minnesota Street San Francisco CA 94107
Cent'Anni Vineyards,59 Industrial Way Buellton CA 93427
Centre of Effort Wines,2199 Corbett Canyon Road Arroyo Grande CA 93420
Century Farm Winery,1548 Lower Brownsville Road Jackson TN 38301
Century Oak Winery,22211 North Lower Sacramento Road Acampo CA 95220
Cereghino Smith,PO Box 193 Bloomington NY 12411
Cerulean Skies Wine,1439 NW Marshall Street Portland OR 97209
Cesar Toxqui Cellars,13440 U.S. 101 Hopland CA 95449
C. G. Di Arie Vineyard & Winery,5200 Di Arie Road Mt Aukum CA 95656
Chacewater Winery,5625 Gaddy Lane Kelseyville CA 95451
Chaddsford Winery,632 Baltimore Pike Chadds Ford PA 19317
Chalk Hill Vineyards & Winery,10300 Chalk Hill Road Healdsburg CA 95448
Challen Winery,No address given.
Chamisal Vineyards,7525 Orcutt Road San Luis Obispo CA 93401
Chandelle Winery,1395 Broadway Sonoma CA 95476
Chandler Hill Vineyards,596 Defiance Road Defiance Missouri 63341
Chandler Reach Vineyards,9506 West Chandler Road Benton City WA 99320
Channing Daughters Winery,1927 Scuttlehole Road Bridgehampton NY 11932
Chanskaska Wines,1179 East Pearl Street Kasota MN 56050
Chanticleer,Morningside Vineyard 4 Vineyard View Drive Yountville CA 94599
Chappellet Winery,1581 Sage Canyon Road St Helena CA 94574
Charles B. Mitchell Vineyards,8221 Stoney Creek Rd Somerset CA 95684
Charles Krug,2800 Main Street St Helena CA 94574
Charles R Vineyards,8195 Crane Ridge Road Livermore CA 94550
Charles Woodson Wines,2471 Solano Avenue 239 Napa CA 94558
Charlotte Village Winery,3968 Greenbush Road Charlotte VT 05445
Charter Oak Winery,831 Charter Oak Avenue St Helena CA 94574
Chase Cellars,2252 Sulphur Springs Avenue. St Helena CA 94574
Chasseur Wines,PO Box 561 Sebastopol CA 95473
Chateau de Leelanau,5048 South West-Bay Shore Drive Suttons Bay MI 49682
Chateau Diana,6195 Dry Creek Road Healdsburg CA 95448
Chateau Faire Le Pont,1 Vineyard Way Wenatchee WA 98801
Chateau Grand Traverse,12239 Center Road Traverse City MI 49686
Chateau LaFayette Reneau,5081 Route 414 Hector NY 14841
Chateau Lane,100 Rapp Lane Napa CA 94558
Chateau Lettau,2035 Vista De La Vina Templeton CA 93465
Chateau Margene,4385 La Panza Road Creston CA 93432
Chateau Montelena,1429 Tubbs Lane Calistoga CA 94515
Chateau Morrisette,287 Winery Road SW Floyd Virginia 24091
Chateau O'Brien,3238 Rail Stop Road Markham VA 22643
Chateau Pomije Winery,25043 Jacob Road Guilford IN 47022
Chateau St. Croix Winery & Vineyard,1998A State Road 87 St Croix Falls WI 54024
Chateau Ste. Michelle,14111 Northeast 145th Street Woodinville WA 98072
Chatham Hill Winery,8245 Chapel Hill Road Cary NC 27513
Chatham Vineyards,9232 Chatham Road Machipongo VA 23405
Chatter Creek,18658 142nd Avenue Woodinville WA 98072
Chaumette Vineyards and Winery,24345 State Route WW Ste. Genevieve MO 63670
Chehalem,31190 NE Veritas Lane Newberg OR 97132
Chelane State Winery,755 S. Lakeshore Road Chelan WA 98816
Chelsea Vineyards,1443 Second Street at Fair Way Calistoga CA 94515
Cherry Hill Winery,7867 Crowley Road Rickreall OR 97371
Cherry Republic,6026 S. Lake Street Glen Arbor MI 49636
Chesebro Wines,19 E Carmel Valley Road Carmel Valley CA 93924
Chesterfield Cellars,Suite 200 5330 Debbie Road Santa Barbara CA 93111
Chester's Anvil,No address given.
Chestnut Oak Vineyard,5050 Stony Point Road Barboursville VA 22923
Chiarella Wines,431 Main Street Murphys CA 95247
Chiarello Family Vineyards,1241 Adams Street 1053 St Helena CA 94574
Childress Winery & Vineyards,1000 Childress Vineyards Road Lexington NC 27295
Chimney Rock Winery,5350 Silverado Trail Napa CA 94558
Chisholm Trail Winery,2367 Usener Road Fredericksburg TX 78624
Chock Rock Vineyard,42875 Carmel Valley Road Greenfield CA 93927
Cholame Vineyard,No address given.
Chouinard Vineyards,33853 Palomares Road Castro Valley CA 94552
Chrisman Mill Vineyards Inc.,2385 Chrisman Mill Road Nicholasville KY 40356
Chronic Cellars,2020 Nacimiento Lake Drive Paso Robles CA 93446
Chrysalis Vineyards,23876 Champe Ford Road Middleburg VA 20117
Chuckanut Bay Distillery,1115 Railroad Avenue Bellingham WA 98225
Chuckleberry Farm & Winery,527 Garrison Lane Bloomfield KY 40008
Churchill Cellars,1574 Olivet Road Santa Rosa CA 95401
Churchill Vineyards,1045 Dodge Lane Fallon NV 89406
Ciccone Vineyard & Winery,10343 East Hilltop Road Suttons Bay MI 49682
Cima Collina,3344 Paul Davis Drive 6 Marina CA 93933
Cimarosssa Vineyards,PO Box 573 Angwin CA 94508
Cinder Wines,107 East 44th Street Garden City ID 83704
Cinquain Cellars Winery,6404 Independence Ranch Place San Miguel CA 93451
City Winery,155 Varick Street New York NY 10013
CJS Vineyards,6900 Fosterville Road Auburn NY 13021
Claar Cellars,1081 Glenwood Road Mathews Corner Pasco WA 99301
Claiborne & Churchill Vintners,2649 Carpenter Canyon Road San Luis Obispo CA 93401
Clark-Claudon Vineyards,1245 Main Street Napa CA 94559
Clary Ranch Wines,3641 Middle Two Rock Road Petaluma CA 94952
Clautiere Vineyard,1340 Penman Springs Road Paso Robles CA 93446
Claypool Cellars,Suite 500 6761 Sebastopol Avenue Sebastopol CA 95472
Clesi Wines,No address given.
Clif Family Winery & Farm,1030 Main Street Suite 300 St Helena CA 94574
Cliff Creek Cellars,1015 McDonough Rd Gold Hill OR 97525
Cliff Lede Vineyards,1473 Yountville Cross Road Yountville CA 94599
Climbing Monkeys Winery,4950 John Muir Road Martinez CA 94553
Clinton Vineyards,Schultzville Road Clinton Corners NY 12514
Cloak & Dagger Wines,Suite 322 22337 Pacific Coast Highway Malibu CA 90265
Clos de la Tech,Unit 2 1697 Industrial Road San Carlos CA 94070
Clos du Bois,19410 Geyserville Avenue Geyserville CA 95441
Clos du Val Wine Company,5330 Silverado Trail Napa CA 94558
Clos LaChance Winery,1 Hummingbird Lane San Martin CA 95046
Clos Pepe Vineyards and Estate Wines,4777 East Highway 246 Lompoc CA 93436
Clos Saron,9269 Collin House Drive Oregon House CA 95962
Clos Solene,3050 Limestone Way Paso Robles CA 93446
Clouds Rest Vineyards,600 Sonoma Mountain Road Petaluma CA 94954
Clover Hill Vineyards & Winery,9850 Newtown Road Breinigsville PA 18031
Clovis Point,1935 Main Road Jamesport NY 11947
Coach House Cellars,1319 11th Street Bellingham WA 98225
Coastal Vineyards,61 Pardon Hill Road South Dartmouth MA 02748
Coattails Wine,No address given.
Cobblestone Vineyards,1500 Cotner Avenue Los Angeles CA 90025
Cobb Wines,18100 Fitzpatrick Lane Occidental CA 95465
Cocktail Crate,No address given.
Coda Rossa Winery,1526 Dutch Mill Road Franklinville NJ 08322
Co Dinn Cellars,114 Grandridge Road Grandview WA 98930
Coelho Winery,111 5th Street Amity OR 97101
Coeur D'Alene Cellars,3890 North Schrieber Way Coeur d Alene ID 83815
Coeur de Terre Vineyard,21000 SW Eagle Point Road McMinnville OR 97128
Coffee Pot Cellars,31855 Main Road Cutchogue NY 11935
Coiled Wines,240 E 32nd St Garden City ID 83714
Colby Red,No address given.
Colcanyon Estate Wines,2375 Latigo Canyon Road Malibu CA 90265
Cold Heaven Cellars,92A Second Street Buellton CA 93427
Coleman Vineyard,22734 SW Latham Road McMinnville Yamhill County OR 97128
Colene Clemens Vineyards,22501 NE Dopp Road Newberg OR 97132
College Cellars of Walla Walla,500 Tausick Way Walla Walla WA 99362
Colorado Cellars Winery,3553 East Road Palisade CO 81526
Col Solare,50207 Antinori Road Benton City WA 99320
Colter's Creek Vineyards and Winery,20154 Colter Creek Lane Juliaetta ID 83535
Columbia Crest Winery,178810 State Rt 221 Paterson Washington 99345
Comache Cellars,1198 Harrison Street Monterey CA 93940
Comartin Cellars,2435 Briarwood Drive San Jose CA 95125
Compass Rose Cellars,1197 Hye Albert Road Hye TX 78635
Comptche Ridge Vineyards,Mendocino CA 95460
Comstock Wines,1290 Dry Creek Road Healdsburg CA 95448
Concannon Vineyard,4590 Tesla Road Livermore CA 94550
Concrete Wines,3750 Woodbridge Road E Acampo CA 95220
Confluence Vineyards and Winery,19111 NW 67th Avenue Ridgefield WA 98642
Congruence Wines,87 Elm Street Millburn NJ 07041
Coniglio Wines,543 Mund Road St Helena CA 94574
Conn Creek Winery,8711 Silverado Trail St Helena CA 94574
Conneaut Cellars Winery,12005 Conneaut Lake Road Conneaut Lake PA 16316
Consilience Wines,2923 Grand Avenue Los Olivos CA 93463
Convergence Vineyards,14650 Highway 124 / PO Box 905 Plymouth CA 95669
Convergence Zone Cellars,10808 428th Ave. SE North Bend Seattle WA 98045
Conway Family Wines,1034 Mill Street San Luis Obispo CA 93401
Cool Fish Wines,1004 East Clinton Street Napa 94559
Coomber Family Ranch,35 Industrial Way Buellton CA 93427
Cooper-Garrod Estate Vineyards,22645 Garrod Road Saratoga CA 95070
Cooper Mountain Vineyards,9480 Southwest Grabhorn Road Beaverton OR 97007
Cooper's Hawk,510 Village Center Drive Burr Ridge Willowbrook IL 60527
Cooperstown Distillery,11 Railroad Avenue Cooperstown NY 13326
Cooper Vineyards,13372 Shannon Hill Road Louisa VA 23093
Cooper Vineyards,21365 Shenandoah School Road Plymouth CA 95669
Copa di Vino,901 E 2nd Street The Dalles OR 97058
Copain Wines,7800 Eastside Road Healdsburg CA 95448
Copia Vineyards,1140 Pine Street Paso Robles CA 93446
Coppermine Winery,3210 Main Street Vallecito CA 95251
Coquelicot Estate Vineyard,2884 Grand Avenue Los Olivos CA 93441
Coquerel Wines,3180 California 128 Calistoga CA 94515
Cordant Winery,No address given.
Cordi Winery,10401 Ingram Lane Live Oak CA 95953
Cordon Wine,2330 Lillie Avenue Summerland CA 93067
